Name,Year_Born,Gender,State,cnt
Mary,1910,F,AK,14
Annie,1910,F,AK,12
Anna,1910,F,AK,10
Margaret,1910,F,AK,8
Helen,1910,F,AK,7
Elsie,1910,F,AK,6
Lucy,1910,F,AK,6
Dorothy,1910,F,AK,5
Mary,1911,F,AK,12
Margaret,1911,F,AK,7
Ruth,1911,F,AK,7
Annie,1911,F,AK,6
Elizabeth,1911,F,AK,6
Helen,1911,F,AK,6
Mary,1912,F,AK,9
Elsie,1912,F,AK,8
Agnes,1912,F,AK,7
Anna,1912,F,AK,7
Helen,1912,F,AK,7
Louise,1912,F,AK,7
Jean,1912,F,AK,6
Ruth,1912,F,AK,6
Alice,1912,F,AK,5
Esther,1912,F,AK,5
Ethel,1912,F,AK,5
Margaret,1912,F,AK,5
Marie,1912,F,AK,5
Mary,1913,F,AK,21
Elizabeth,1913,F,AK,9
Margaret,1913,F,AK,8
Helen,1913,F,AK,7
Alice,1913,F,AK,5
Annie,1913,F,AK,5
Louise,1913,F,AK,5
Mary,1914,F,AK,22
Margaret,1914,F,AK,10
Alice,1914,F,AK,8
Annie,1914,F,AK,8
Elizabeth,1914,F,AK,7
Helen,1914,F,AK,7
Clara,1914,F,AK,6
Dorothy,1914,F,AK,6
Martha,1914,F,AK,6
Agnes,1914,F,AK,5
Esther,1914,F,AK,5
Frances,1914,F,AK,5
Julia,1914,F,AK,5
Lillian,1914,F,AK,5
Mildred,1914,F,AK,5
Pauline,1914,F,AK,5
Mary,1915,F,AK,23
Alice,1915,F,AK,13
Helen,1915,F,AK,12
Anna,1915,F,AK,10
Dorothy,1915,F,AK,10
Margaret,1915,F,AK,9
Ruth,1915,F,AK,9
Elizabeth,1915,F,AK,7
Frances,1915,F,AK,6
Katherine,1915,F,AK,6
Martha,1915,F,AK,6
Annie,1915,F,AK,5
Clara,1915,F,AK,5
Emma,1915,F,AK,5
Hazel,1915,F,AK,5
Julia,1915,F,AK,5
Marie,1915,F,AK,5
Minnie,1915,F,AK,5
Pauline,1915,F,AK,5
Mary,1916,F,AK,18
Helen,1916,F,AK,12
Dorothy,1916,F,AK,8
Frances,1916,F,AK,8
Ruth,1916,F,AK,8
Alice,1916,F,AK,7
Anna,1916,F,AK,7
Agnes,1916,F,AK,6
Annie,1916,F,AK,6
Julia,1916,F,AK,6
Lillian,1916,F,AK,6
Margaret,1916,F,AK,6
Daisy,1916,F,AK,5
Edna,1916,F,AK,5
Esther,1916,F,AK,5
Evelyn,1916,F,AK,5
Florence,1916,F,AK,5
Katherine,1916,F,AK,5
Louise,1916,F,AK,5
Lucy,1916,F,AK,5
Marie,1916,F,AK,5
Sally,1916,F,AK,5
Mary,1917,F,AK,21
Margaret,1917,F,AK,11
Helen,1917,F,AK,10
Frances,1917,F,AK,9
Alice,1917,F,AK,7
Olga,1917,F,AK,7
Ruth,1917,F,AK,7
Clara,1917,F,AK,6
Dorothy,1917,F,AK,6
Anna,1917,F,AK,5
Edith,1917,F,AK,5
Florence,1917,F,AK,5
Maggie,1917,F,AK,5
Rose,1917,F,AK,5
Sophie,1917,F,AK,5
Mary,1918,F,AK,27
Margaret,1918,F,AK,11
Helen,1918,F,AK,10
Marie,1918,F,AK,10
Martha,1918,F,AK,10
Ruth,1918,F,AK,10
Anna,1918,F,AK,8
Gertrude,1918,F,AK,8
Julia,1918,F,AK,7
Virginia,1918,F,AK,7
Alice,1918,F,AK,6
Elizabeth,1918,F,AK,6
Annie,1918,F,AK,5
Clara,1918,F,AK,5
Elsie,1918,F,AK,5
Emma,1918,F,AK,5
Sarah,1918,F,AK,5
Stella,1918,F,AK,5
Vera,1918,F,AK,5
Mary,1919,F,AK,22
Margaret,1919,F,AK,17
Dorothy,1919,F,AK,13
Betty,1919,F,AK,11
Helen,1919,F,AK,11
Martha,1919,F,AK,9
Virginia,1919,F,AK,9
Irene,1919,F,AK,8
Elizabeth,1919,F,AK,7
Emma,1919,F,AK,7
Marie,1919,F,AK,7
Agnes,1919,F,AK,6
Annie,1919,F,AK,6
Barbara,1919,F,AK,6
Frances,1919,F,AK,6
Gladys,1919,F,AK,6
Jean,1919,F,AK,6
Louise,1919,F,AK,6
Ann,1919,F,AK,5
Anna,1919,F,AK,5
Evelyn,1919,F,AK,5
Josephine,1919,F,AK,5
Katherine,1919,F,AK,5
Kathryn,1919,F,AK,5
Minnie,1919,F,AK,5
Ruth,1919,F,AK,5
Vera,1919,F,AK,5
Mary,1920,F,AK,38
Margaret,1920,F,AK,19
Helen,1920,F,AK,14
Ruth,1920,F,AK,14
Martha,1920,F,AK,11
Elizabeth,1920,F,AK,10
Virginia,1920,F,AK,10
Florence,1920,F,AK,9
Agnes,1920,F,AK,8
Dorothy,1920,F,AK,8
Alice,1920,F,AK,7
Anna,1920,F,AK,7
Edith,1920,F,AK,7
Annie,1920,F,AK,6
Betty,1920,F,AK,6
Elsie,1920,F,AK,6
Ethel,1920,F,AK,6
Irene,1920,F,AK,6
Katie,1920,F,AK,6
Rose,1920,F,AK,6
Frances,1920,F,AK,5
Hazel,1920,F,AK,5
Katherine,1920,F,AK,5
Lorraine,1920,F,AK,5
Patricia,1920,F,AK,5
Mary,1921,F,AK,36
Dorothy,1921,F,AK,11
Alice,1921,F,AK,10
Margaret,1921,F,AK,10
Annie,1921,F,AK,9
Helen,1921,F,AK,9
Elizabeth,1921,F,AK,8
Virginia,1921,F,AK,8
Katherine,1921,F,AK,7
Mildred,1921,F,AK,7
Anna,1921,F,AK,6
Agnes,1921,F,AK,5
Bessie,1921,F,AK,5
Betty,1921,F,AK,5
Elsie,1921,F,AK,5
Emma,1921,F,AK,5
Esther,1921,F,AK,5
Jean,1921,F,AK,5
Joan,1921,F,AK,5
Lillian,1921,F,AK,5
Ruth,1921,F,AK,5
Thelma,1921,F,AK,5
Mary,1922,F,AK,29
Helen,1922,F,AK,13
Alice,1922,F,AK,12
Anna,1922,F,AK,10
Margaret,1922,F,AK,9
Martha,1922,F,AK,9
Louise,1922,F,AK,8
Katherine,1922,F,AK,7
Annie,1922,F,AK,6
Dorothy,1922,F,AK,6
Elizabeth,1922,F,AK,6
Emma,1922,F,AK,6
Esther,1922,F,AK,6
Marie,1922,F,AK,6
Ruth,1922,F,AK,6
Betty,1922,F,AK,5
Clara,1922,F,AK,5
Evelyn,1922,F,AK,5
Frances,1922,F,AK,5
Sarah,1922,F,AK,5
Mary,1923,F,AK,26
Elizabeth,1923,F,AK,13
Anna,1923,F,AK,12
Dorothy,1923,F,AK,11
Helen,1923,F,AK,11
Ruth,1923,F,AK,11
Annie,1923,F,AK,10
Margaret,1923,F,AK,10
Frances,1923,F,AK,9
Marie,1923,F,AK,9
Florence,1923,F,AK,8
Agnes,1923,F,AK,7
Alice,1923,F,AK,7
Betty,1923,F,AK,6
Edna,1923,F,AK,6
Elsie,1923,F,AK,6
Ethel,1923,F,AK,6
Virginia,1923,F,AK,6
Jean,1923,F,AK,5
Jessie,1923,F,AK,5
Julia,1923,F,AK,5
Nellie,1923,F,AK,5
Olga,1923,F,AK,5
Pauline,1923,F,AK,5
Sarah,1923,F,AK,5
Mary,1924,F,AK,41
Elizabeth,1924,F,AK,12
Margaret,1924,F,AK,11
Betty,1924,F,AK,10
Anna,1924,F,AK,9
Dorothy,1924,F,AK,9
Marie,1924,F,AK,9
Ruth,1924,F,AK,9
Alice,1924,F,AK,8
Patricia,1924,F,AK,8
Irene,1924,F,AK,7
Mildred,1924,F,AK,7
Esther,1924,F,AK,6
Ida,1924,F,AK,6
Olga,1924,F,AK,6
Annie,1924,F,AK,5
Clara,1924,F,AK,5
Marjorie,1924,F,AK,5
Pauline,1924,F,AK,5
Vera,1924,F,AK,5
Mary,1925,F,AK,24
Margaret,1925,F,AK,17
Agnes,1925,F,AK,11
Betty,1925,F,AK,9
Lillian,1925,F,AK,9
Mildred,1925,F,AK,9
Esther,1925,F,AK,8
Helen,1925,F,AK,8
Ruth,1925,F,AK,8
Anna,1925,F,AK,7
Dorothy,1925,F,AK,7
Emma,1925,F,AK,7
Evelyn,1925,F,AK,7
Norma,1925,F,AK,7
Sarah,1925,F,AK,7
Florence,1925,F,AK,6
Louise,1925,F,AK,6
Marie,1925,F,AK,6
Pauline,1925,F,AK,6
Alice,1925,F,AK,5
Annie,1925,F,AK,5
Beatrice,1925,F,AK,5
Elena,1925,F,AK,5
Elsie,1925,F,AK,5
Irene,1925,F,AK,5
Jean,1925,F,AK,5
Katherine,1925,F,AK,5
Virginia,1925,F,AK,5
Mary,1926,F,AK,39
Margaret,1926,F,AK,17
Alice,1926,F,AK,15
Anna,1926,F,AK,13
Lucy,1926,F,AK,9
Martha,1926,F,AK,9
Esther,1926,F,AK,8
Helen,1926,F,AK,8
Elizabeth,1926,F,AK,7
Florence,1926,F,AK,7
Gladys,1926,F,AK,7
Irene,1926,F,AK,7
Ruth,1926,F,AK,7
Grace,1926,F,AK,6
Hazel,1926,F,AK,6
Jessie,1926,F,AK,6
Julia,1926,F,AK,6
Mildred,1926,F,AK,6
Patricia,1926,F,AK,6
Pauline,1926,F,AK,6
Clara,1926,F,AK,5
Laura,1926,F,AK,5
Marian,1926,F,AK,5
Marie,1926,F,AK,5
Sophie,1926,F,AK,5
Mary,1927,F,AK,30
Dorothy,1927,F,AK,13
Helen,1927,F,AK,13
Alice,1927,F,AK,11
Betty,1927,F,AK,11
Elizabeth,1927,F,AK,10
Florence,1927,F,AK,10
Barbara,1927,F,AK,8
Anna,1927,F,AK,7
Annie,1927,F,AK,7
Margaret,1927,F,AK,7
Ruth,1927,F,AK,7
Agnes,1927,F,AK,6
Elsie,1927,F,AK,6
Emma,1927,F,AK,6
June,1927,F,AK,6
Katherine,1927,F,AK,6
Lena,1927,F,AK,6
Esther,1927,F,AK,5
Evelyn,1927,F,AK,5
Irene,1927,F,AK,5
Laura,1927,F,AK,5
Lillian,1927,F,AK,5
Louise,1927,F,AK,5
Olga,1927,F,AK,5
Sophie,1927,F,AK,5
Mary,1928,F,AK,27
Margaret,1928,F,AK,16
Annie,1928,F,AK,13
Dorothy,1928,F,AK,13
Alice,1928,F,AK,11
Anna,1928,F,AK,10
Helen,1928,F,AK,10
Elizabeth,1928,F,AK,9
Irene,1928,F,AK,8
Marie,1928,F,AK,8
Betty,1928,F,AK,7
Emma,1928,F,AK,7
Elsie,1928,F,AK,6
Shirley,1928,F,AK,6
Sophie,1928,F,AK,6
Agnes,1928,F,AK,5
Barbara,1928,F,AK,5
Clara,1928,F,AK,5
Edna,1928,F,AK,5
Florence,1928,F,AK,5
Frances,1928,F,AK,5
Julia,1928,F,AK,5
Katherine,1928,F,AK,5
Lillian,1928,F,AK,5
Mabel,1928,F,AK,5
Martha,1928,F,AK,5
Ruth,1928,F,AK,5
Mary,1929,F,AK,25
Margaret,1929,F,AK,11
Betty,1929,F,AK,10
Dorothy,1929,F,AK,10
Agnes,1929,F,AK,8
Eva,1929,F,AK,8
Julia,1929,F,AK,8
Elizabeth,1929,F,AK,7
Helen,1929,F,AK,7
Martha,1929,F,AK,7
Alice,1929,F,AK,6
Esther,1929,F,AK,6
Frances,1929,F,AK,6
Irene,1929,F,AK,6
Mabel,1929,F,AK,6
Nancy,1929,F,AK,6
Pauline,1929,F,AK,6
Bertha,1929,F,AK,5
Evelyn,1929,F,AK,5
Florence,1929,F,AK,5
Josephine,1929,F,AK,5
Ruth,1929,F,AK,5
Virginia,1929,F,AK,5
Mary,1930,F,AK,35
Alice,1930,F,AK,14
Helen,1930,F,AK,11
Anna,1930,F,AK,10
Marie,1930,F,AK,10
Doris,1930,F,AK,8
Elizabeth,1930,F,AK,8
Martha,1930,F,AK,8
Esther,1930,F,AK,7
Agnes,1930,F,AK,6
Barbara,1930,F,AK,6
Betty,1930,F,AK,6
Dolly,1930,F,AK,6
Evelyn,1930,F,AK,6
Jean,1930,F,AK,6
Katherine,1930,F,AK,6
Margaret,1930,F,AK,6
Nancy,1930,F,AK,6
Pauline,1930,F,AK,6
Virginia,1930,F,AK,6
Carrie,1930,F,AK,5
Clara,1930,F,AK,5
Dorothy,1930,F,AK,5
Florence,1930,F,AK,5
Jane,1930,F,AK,5
Joan,1930,F,AK,5
Lillian,1930,F,AK,5
Patricia,1930,F,AK,5
Sophie,1930,F,AK,5
Mary,1931,F,AK,41
Alice,1931,F,AK,11
Annie,1931,F,AK,11
Ruth,1931,F,AK,11
Dorothy,1931,F,AK,10
Elizabeth,1931,F,AK,10
Agnes,1931,F,AK,8
Helen,1931,F,AK,7
Betty,1931,F,AK,6
Christine,1931,F,AK,6
Evelyn,1931,F,AK,6
Grace,1931,F,AK,6
Margaret,1931,F,AK,6
Anna,1931,F,AK,5
Clara,1931,F,AK,5
Irene,1931,F,AK,5
Lena,1931,F,AK,5
Martha,1931,F,AK,5
Mary,1932,F,AK,26
Margaret,1932,F,AK,16
Alice,1932,F,AK,11
Martha,1932,F,AK,10
Anna,1932,F,AK,9
Clara,1932,F,AK,9
Elizabeth,1932,F,AK,9
Louise,1932,F,AK,9
Annie,1932,F,AK,8
Dorothy,1932,F,AK,8
Frances,1932,F,AK,8
Nancy,1932,F,AK,8
Ruth,1932,F,AK,8
Carrie,1932,F,AK,7
Eleanor,1932,F,AK,7
Helen,1932,F,AK,7
Marjorie,1932,F,AK,7
Cecelia,1932,F,AK,6
Katherine,1932,F,AK,6
Marie,1932,F,AK,6
Virginia,1932,F,AK,6
Elena,1932,F,AK,5
Esther,1932,F,AK,5
Ethel,1932,F,AK,5
Evelyn,1932,F,AK,5
Jean,1932,F,AK,5
Laura,1932,F,AK,5
Shirley,1932,F,AK,5
Mary,1933,F,AK,25
Martha,1933,F,AK,16
Agnes,1933,F,AK,12
Margaret,1933,F,AK,12
Betty,1933,F,AK,11
Elizabeth,1933,F,AK,10
Marie,1933,F,AK,10
Alice,1933,F,AK,9
Helen,1933,F,AK,8
Louise,1933,F,AK,8
Lucy,1933,F,AK,8
Patricia,1933,F,AK,8
Shirley,1933,F,AK,8
Irene,1933,F,AK,7
Lillian,1933,F,AK,7
Barbara,1933,F,AK,6
Dorothy,1933,F,AK,6
Evelyn,1933,F,AK,6
Frances,1933,F,AK,6
Ruth,1933,F,AK,6
Thelma,1933,F,AK,6
Ann,1933,F,AK,5
Anna,1933,F,AK,5
Bertha,1933,F,AK,5
Clara,1933,F,AK,5
Joan,1933,F,AK,5
Lena,1933,F,AK,5
Lois,1933,F,AK,5
Mildred,1933,F,AK,5
Pauline,1933,F,AK,5
Rose,1933,F,AK,5
Sally,1933,F,AK,5
Virginia,1933,F,AK,5
Mary,1934,F,AK,31
Helen,1934,F,AK,14
Elizabeth,1934,F,AK,12
Irene,1934,F,AK,12
Betty,1934,F,AK,9
Margaret,1934,F,AK,9
Martha,1934,F,AK,9
Pauline,1934,F,AK,9
Josephine,1934,F,AK,8
Marie,1934,F,AK,8
Agnes,1934,F,AK,7
Janet,1934,F,AK,7
Joan,1934,F,AK,7
Louise,1934,F,AK,7
Lucy,1934,F,AK,7
Alice,1934,F,AK,6
Lillian,1934,F,AK,6
Mildred,1934,F,AK,6
Bertha,1934,F,AK,5
Edith,1934,F,AK,5
Esther,1934,F,AK,5
Evelyn,1934,F,AK,5
Florence,1934,F,AK,5
Maria,1934,F,AK,5
Ruth,1934,F,AK,5
Mary,1935,F,AK,29
Elizabeth,1935,F,AK,13
Margaret,1935,F,AK,13
Anna,1935,F,AK,9
Shirley,1935,F,AK,9
Alice,1935,F,AK,8
Barbara,1935,F,AK,8
Betty,1935,F,AK,8
Helen,1935,F,AK,8
Irene,1935,F,AK,8
Nancy,1935,F,AK,8
Martha,1935,F,AK,7
Virginia,1935,F,AK,7
Dorothy,1935,F,AK,6
Lillian,1935,F,AK,6
Patricia,1935,F,AK,6
Agnes,1935,F,AK,5
Arlene,1935,F,AK,5
Carol,1935,F,AK,5
Charlotte,1935,F,AK,5
Edith,1935,F,AK,5
Evelyn,1935,F,AK,5
Flora,1935,F,AK,5
Marie,1935,F,AK,5
Rose,1935,F,AK,5
Ruth,1935,F,AK,5
Sally,1935,F,AK,5
Wilma,1935,F,AK,5
Mary,1936,F,AK,33
Elizabeth,1936,F,AK,15
Anna,1936,F,AK,11
Dorothy,1936,F,AK,11
Patricia,1936,F,AK,11
Agnes,1936,F,AK,10
Alice,1936,F,AK,10
Margaret,1936,F,AK,9
Nancy,1936,F,AK,9
Shirley,1936,F,AK,9
Virginia,1936,F,AK,9
Carol,1936,F,AK,8
Evelyn,1936,F,AK,8
Joan,1936,F,AK,8
Katherine,1936,F,AK,7
Marjorie,1936,F,AK,7
Nellie,1936,F,AK,7
Helen,1936,F,AK,6
Jacqueline,1936,F,AK,6
Julia,1936,F,AK,6
Lucy,1936,F,AK,6
Martha,1936,F,AK,6
Nora,1936,F,AK,6
Ruth,1936,F,AK,6
Theresa,1936,F,AK,6
Amelia,1936,F,AK,5
Christine,1936,F,AK,5
Dolores,1936,F,AK,5
Elsie,1936,F,AK,5
Esther,1936,F,AK,5
Geraldine,1936,F,AK,5
Lydia,1936,F,AK,5
Marie,1936,F,AK,5
Mary,1937,F,AK,41
Margaret,1937,F,AK,17
Carol,1937,F,AK,13
Barbara,1937,F,AK,11
Virginia,1937,F,AK,10
Betty,1937,F,AK,9
Anna,1937,F,AK,8
Donna,1937,F,AK,8
Pauline,1937,F,AK,8
Shirley,1937,F,AK,8
Annie,1937,F,AK,7
Edith,1937,F,AK,7
Irene,1937,F,AK,7
Lucy,1937,F,AK,7
Marie,1937,F,AK,7
Martha,1937,F,AK,7
Patricia,1937,F,AK,7
Sophie,1937,F,AK,7
Elizabeth,1937,F,AK,6
Gladys,1937,F,AK,6
Lois,1937,F,AK,6
Nancy,1937,F,AK,6
Agnes,1937,F,AK,5
Ann,1937,F,AK,5
Christine,1937,F,AK,5
Doris,1937,F,AK,5
Florence,1937,F,AK,5
Grace,1937,F,AK,5
Helen,1937,F,AK,5
Joan,1937,F,AK,5
June,1937,F,AK,5
Sally,1937,F,AK,5
Sylvia,1937,F,AK,5
Mary,1938,F,AK,37
Alice,1938,F,AK,14
Carol,1938,F,AK,14
Marie,1938,F,AK,13
Patricia,1938,F,AK,11
Betty,1938,F,AK,10
Barbara,1938,F,AK,9
Shirley,1938,F,AK,9
Annie,1938,F,AK,8
Evelyn,1938,F,AK,8
Nancy,1938,F,AK,8
Ruth,1938,F,AK,8
Virginia,1938,F,AK,8
Beverly,1938,F,AK,7
Florence,1938,F,AK,7
Katherine,1938,F,AK,7
Marjorie,1938,F,AK,7
Rose,1938,F,AK,7
Agnes,1938,F,AK,6
Dorothy,1938,F,AK,6
Elizabeth,1938,F,AK,6
Gertrude,1938,F,AK,6
Helen,1938,F,AK,6
Jean,1938,F,AK,6
Lillian,1938,F,AK,6
Louise,1938,F,AK,6
Margaret,1938,F,AK,6
Bernice,1938,F,AK,5
Grace,1938,F,AK,5
Josephine,1938,F,AK,5
Joyce,1938,F,AK,5
Rosemary,1938,F,AK,5
Sandra,1938,F,AK,5
Sylvia,1938,F,AK,5
Mary,1939,F,AK,28
Elizabeth,1939,F,AK,18
Martha,1939,F,AK,13
Alice,1939,F,AK,11
Carol,1939,F,AK,10
Helen,1939,F,AK,10
Jean,1939,F,AK,10
Ruth,1939,F,AK,10
Virginia,1939,F,AK,10
Patricia,1939,F,AK,9
Barbara,1939,F,AK,8
Karen,1939,F,AK,8
Margaret,1939,F,AK,8
Phyllis,1939,F,AK,8
Anna,1939,F,AK,7
Dorothy,1939,F,AK,7
Frances,1939,F,AK,7
Josephine,1939,F,AK,7
Sally,1939,F,AK,7
Elsie,1939,F,AK,6
Emily,1939,F,AK,6
Lorraine,1939,F,AK,6
Marilyn,1939,F,AK,6
Natalia,1939,F,AK,6
Sarah,1939,F,AK,6
Bertha,1939,F,AK,5
Betty,1939,F,AK,5
Grace,1939,F,AK,5
Irene,1939,F,AK,5
Janet,1939,F,AK,5
Judith,1939,F,AK,5
Marjorie,1939,F,AK,5
Nancy,1939,F,AK,5
Pauline,1939,F,AK,5
Mary,1940,F,AK,43
Barbara,1940,F,AK,15
Patricia,1940,F,AK,15
Alice,1940,F,AK,14
Annie,1940,F,AK,12
Helen,1940,F,AK,12
Margaret,1940,F,AK,12
Dorothy,1940,F,AK,11
Marie,1940,F,AK,10
Sharon,1940,F,AK,10
Agnes,1940,F,AK,9
Betty,1940,F,AK,9
Carol,1940,F,AK,8
Clara,1940,F,AK,8
Julia,1940,F,AK,8
Sally,1940,F,AK,8
Anna,1940,F,AK,7
Carolyn,1940,F,AK,7
Elizabeth,1940,F,AK,7
Irene,1940,F,AK,7
Judith,1940,F,AK,7
Lucy,1940,F,AK,7
Martha,1940,F,AK,7
Susan,1940,F,AK,7
Donna,1940,F,AK,6
Evelyn,1940,F,AK,6
Florence,1940,F,AK,6
Frances,1940,F,AK,6
Judy,1940,F,AK,6
Karen,1940,F,AK,6
Nancy,1940,F,AK,6
Rose,1940,F,AK,6
Virginia,1940,F,AK,6
Diane,1940,F,AK,5
Gloria,1940,F,AK,5
Janice,1940,F,AK,5
Joanne,1940,F,AK,5
Katherine,1940,F,AK,5
Lillian,1940,F,AK,5
Marilyn,1940,F,AK,5
Pauline,1940,F,AK,5
Sandra,1940,F,AK,5
Shirley,1940,F,AK,5
Theresa,1940,F,AK,5
Mary,1941,F,AK,41
Barbara,1941,F,AK,18
Patricia,1941,F,AK,17
Judy,1941,F,AK,13
Margaret,1941,F,AK,13
Nancy,1941,F,AK,13
Alice,1941,F,AK,12
Carol,1941,F,AK,12
Helen,1941,F,AK,11
Karen,1941,F,AK,11
Martha,1941,F,AK,11
Dorothy,1941,F,AK,10
Julia,1941,F,AK,10
Sharon,1941,F,AK,10
Ann,1941,F,AK,9
Elizabeth,1941,F,AK,9
Pauline,1941,F,AK,9
Marie,1941,F,AK,8
Agnes,1941,F,AK,7
Annie,1941,F,AK,7
Evelyn,1941,F,AK,7
Florence,1941,F,AK,7
Judith,1941,F,AK,7
Lucy,1941,F,AK,7
Marilyn,1941,F,AK,7
Rita,1941,F,AK,7
Sally,1941,F,AK,7
Anna,1941,F,AK,6
Ethel,1941,F,AK,6
Frances,1941,F,AK,6
Janet,1941,F,AK,6
Lois,1941,F,AK,6
Lydia,1941,F,AK,6
Sarah,1941,F,AK,6
Audrey,1941,F,AK,5
Betty,1941,F,AK,5
Ella,1941,F,AK,5
Esther,1941,F,AK,5
Joanne,1941,F,AK,5
Katherine,1941,F,AK,5
Linda,1941,F,AK,5
Mabel,1941,F,AK,5
Rose,1941,F,AK,5
Ruth,1941,F,AK,5
Virginia,1941,F,AK,5
Mary,1942,F,AK,43
Patricia,1942,F,AK,17
Judy,1942,F,AK,15
Margaret,1942,F,AK,15
Sharon,1942,F,AK,15
Barbara,1942,F,AK,14
Judith,1942,F,AK,14
Carol,1942,F,AK,13
Martha,1942,F,AK,11
Donna,1942,F,AK,10
Elizabeth,1942,F,AK,10
Anna,1942,F,AK,9
Virginia,1942,F,AK,9
Helen,1942,F,AK,8
Janet,1942,F,AK,8
Joan,1942,F,AK,8
Karen,1942,F,AK,8
Rose,1942,F,AK,8
Sandra,1942,F,AK,8
Christine,1942,F,AK,7
Dorothy,1942,F,AK,7
Jane,1942,F,AK,7
Lois,1942,F,AK,7
Sally,1942,F,AK,7
Alice,1942,F,AK,6
Bertha,1942,F,AK,6
Betty,1942,F,AK,6
Catherine,1942,F,AK,6
Florence,1942,F,AK,6
Frances,1942,F,AK,6
Marie,1942,F,AK,6
Nancy,1942,F,AK,6
Rosemary,1942,F,AK,6
Sophie,1942,F,AK,6
Annie,1942,F,AK,5
Arlene,1942,F,AK,5
Bonnie,1942,F,AK,5
Carolyn,1942,F,AK,5
Jean,1942,F,AK,5
Katherine,1942,F,AK,5
Lillian,1942,F,AK,5
Lorraine,1942,F,AK,5
Lucy,1942,F,AK,5
Molly,1942,F,AK,5
Roberta,1942,F,AK,5
Shirley,1942,F,AK,5
Susan,1942,F,AK,5
Mary,1943,F,AK,47
Patricia,1943,F,AK,20
Carol,1943,F,AK,18
Sharon,1943,F,AK,14
Donna,1943,F,AK,13
Dorothy,1943,F,AK,13
Karen,1943,F,AK,13
Margaret,1943,F,AK,13
Nancy,1943,F,AK,13
Helen,1943,F,AK,12
Linda,1943,F,AK,12
Virginia,1943,F,AK,11
Irene,1943,F,AK,10
Martha,1943,F,AK,10
Marie,1943,F,AK,9
Barbara,1943,F,AK,8
Bonnie,1943,F,AK,8
Elizabeth,1943,F,AK,8
Jane,1943,F,AK,8
Judith,1943,F,AK,8
Katherine,1943,F,AK,8
Susan,1943,F,AK,8
Alice,1943,F,AK,7
Anna,1943,F,AK,7
Kathleen,1943,F,AK,7
Kathryn,1943,F,AK,7
Lois,1943,F,AK,7
Marilyn,1943,F,AK,7
Roberta,1943,F,AK,7
Ann,1943,F,AK,6
Betty,1943,F,AK,6
Clara,1943,F,AK,6
Lucy,1943,F,AK,6
Ruth,1943,F,AK,6
Sally,1943,F,AK,6
Shirley,1943,F,AK,6
Caroline,1943,F,AK,5
Diane,1943,F,AK,5
Edith,1943,F,AK,5
Jean,1943,F,AK,5
Kathy,1943,F,AK,5
Loretta,1943,F,AK,5
Maria,1943,F,AK,5
Myra,1943,F,AK,5
Pauline,1943,F,AK,5
Mary,1944,F,AK,42
Linda,1944,F,AK,16
Barbara,1944,F,AK,15
Sharon,1944,F,AK,14
Martha,1944,F,AK,13
Susan,1944,F,AK,13
Patricia,1944,F,AK,12
Betty,1944,F,AK,11
Elizabeth,1944,F,AK,11
Kathleen,1944,F,AK,11
Marie,1944,F,AK,11
Janet,1944,F,AK,10
Judith,1944,F,AK,10
Ruth,1944,F,AK,10
Nancy,1944,F,AK,9
Pauline,1944,F,AK,9
Clara,1944,F,AK,8
Jean,1944,F,AK,8
Judy,1944,F,AK,8
Margaret,1944,F,AK,8
Virginia,1944,F,AK,8
Annie,1944,F,AK,7
Carol,1944,F,AK,7
Edna,1944,F,AK,7
Helen,1944,F,AK,7
Joyce,1944,F,AK,7
Karen,1944,F,AK,7
Katherine,1944,F,AK,7
Lorraine,1944,F,AK,7
Alice,1944,F,AK,6
Ann,1944,F,AK,6
Bonnie,1944,F,AK,6
Carolyn,1944,F,AK,6
Christine,1944,F,AK,6
Diane,1944,F,AK,6
Donna,1944,F,AK,6
Grace,1944,F,AK,6
Marilyn,1944,F,AK,6
Rose,1944,F,AK,6
Sarah,1944,F,AK,6
Shirley,1944,F,AK,6
Anna,1944,F,AK,5
Beverly,1944,F,AK,5
Darlene,1944,F,AK,5
Dorothy,1944,F,AK,5
Irene,1944,F,AK,5
Joan,1944,F,AK,5
Lucy,1944,F,AK,5
Mattie,1944,F,AK,5
Sophie,1944,F,AK,5
Mary,1945,F,AK,47
Patricia,1945,F,AK,21
Alice,1945,F,AK,19
Barbara,1945,F,AK,15
Susan,1945,F,AK,15
Carol,1945,F,AK,12
Linda,1945,F,AK,12
Shirley,1945,F,AK,12
Elizabeth,1945,F,AK,11
Janet,1945,F,AK,11
Marie,1945,F,AK,11
Helen,1945,F,AK,10
Margaret,1945,F,AK,10
Nancy,1945,F,AK,10
Phyllis,1945,F,AK,10
Dorothy,1945,F,AK,9
Marilyn,1945,F,AK,9
Sandra,1945,F,AK,9
Annie,1945,F,AK,8
Ellen,1945,F,AK,8
Grace,1945,F,AK,8
Judy,1945,F,AK,8
Lucy,1945,F,AK,8
Ruth,1945,F,AK,8
Agnes,1945,F,AK,7
Diane,1945,F,AK,7
Donna,1945,F,AK,7
Katherine,1945,F,AK,7
Anna,1945,F,AK,6
Darlene,1945,F,AK,6
Evelyn,1945,F,AK,6
June,1945,F,AK,6
Kathryn,1945,F,AK,6
Lorraine,1945,F,AK,6
Martha,1945,F,AK,6
Virginia,1945,F,AK,6
